ensemble,seed,i,j,r_angstrom,is_edge_sharing,is_corner_sharing,f_OO_local,t_eV,kept_t_gt_tmin
BD_borderline,2904006,11,15,4.14741,1,0,0.039635,0.257264,0
BD_borderline,2904006,12,31,2.876212,1,0,0.031937,2.635344,1
BD_borderline,2904006,12,41,3.144791,0,1,0.065352,1.279927,1
BD_borderline,2904006,13,38,3.577788,0,1,0.045885,0.605604,1
BD_borderline,2904006,13,51,3.15428,0,1,0.038144,1.32839,1
BD_borderline,2904006,14,21,3.795648,0,1,0.048093,0.405735,1
BD_borderline,2904006,15,42,3.454697,0,1,0.067795,0.725026,1
BD_borderline,2904006,15,59,3.73947,0,1,0.024206,0.471357,1
BD_borderline,2904006,16,31,3.814035,0,1,0.02773,0.408707,1
BD_borderline,2904006,16,44,3.3411,0,1,0.014812,0.990998,1
BD_borderline,2904006,16,53,3.044243,1,0,0.031488,1.943328,1
BD_borderline,2904006,16,57,3.698722,0,1,0.066147,0.466763,1
BD_borderline,2904006,16,60,3.877675,0,1,0.040172,0.355102,1
BD_borderline,2904006,17,48,2.785349,0,1,0.049657,2.53889,1
BD_borderline,2904006,17,60,4.134555,0,1,0.038431,0.22337,0
BD_borderline,2904006,19,33,2.963599,0,1,0.050619,1.832553,1
BD_borderline,2904006,19,40,2.708438,0,1,0.035875,3.001546,1
BD_borderline,2904006,19,49,3.219726,1,0,0.018944,1.448355,1
BD_borderline,2904006,20,55,3.352749,0,1,0.029383,0.942365,1
BD_borderline,2904006,21,56,2.781148,0,1,0.017816,2.726577,1
BD_borderline,2904006,22,45,3.48745,0,1,0.036018,0.727935,1
BD_borderline,2904006,23,32,4.167123,1,0,0.07644,0.230593,0
BD_borderline,2904006,26,52,4.128623,0,1,0.064256,0.214426,0
BD_borderline,2904006,26,54,3.70334,0,1,0.005891,0.522142,1
BD_borderline,2904006,26,61,3.707339,0,1,0.051205,0.473447,1
BD_borderline,2904006,27,29,3.616472,0,1,0.009108,0.607557,1
BD_borderline,2904006,27,50,3.331847,0,1,0.049428,0.9404,1
BD_borderline,2904006,28,49,3.662907,0,1,0.034179,0.531061,1
BD_borderline,2904006,30,34,2.755081,0,1,0.051839,2.670842,1
BD_borderline,2904006,30,38,3.739272,0,1,0.037988,0.458707,1
BD_borderline,2904006,30,57,3.975311,0,1,0.024437,0.306848,0
BD_borderline,2904006,31,41,3.348591,1,0,0.017593,1.14893,1
BD_borderline,2904006,31,45,2.877534,0,1,0.029199,2.236768,1
BD_borderline,2904006,31,62,4.00613,1,0,0.021365,0.34499,0
BD_borderline,2904006,33,58,4.060957,0,1,0.055409,0.246827,0
BD_borderline,2904006,35,45,3.272065,0,1,0.050957,1.045178,1
BD_borderline,2904006,35,62,3.872987,0,1,0.039159,0.358867,1
BD_borderline,2904006,39,41,3.498518,1,0,0.047912,0.823329,1
BD_borderline,2904006,39,62,4.146212,0,1,0.032093,0.221476,0
BD_borderline,2904006,41,62,3.118031,1,0,0.052447,1.62958,1
BD_borderline,2904006,42,59,2.829866,0,1,0.057431,2.305362,1
BD_borderline,2904006,43,59,3.460111,0,1,0.006062,0.812269,1
BD_borderline,2904006,44,60,4.01933,0,1,0.00884,0.292221,0
BD_borderline,2904006,47,57,3.884557,1,0,0.053853,0.40326,1
BD_borderline,2904006,48,60,2.695528,0,1,0.023839,3.1477,1
BD_borderline,2904006,52,61,3.769931,0,1,0.033376,0.437858,1
BD_borderline,2904006,53,57,3.004886,0,1,0.049906,1.702451,1
BD_borderline,2904006,61,63,3.942636,0,1,0.018322,0.329637,0
BD_borderline,2904007,1,9,3.692568,0,1,0.038621,0.498729,1
BD_borderline,2904007,1,24,3.369944,0,1,0.063864,0.852495,1
BD_borderline,2904007,1,48,3.194761,0,1,0.031672,1.250209,1
BD_borderline,2904007,1,50,3.270305,0,1,0.029637,1.094205,1
BD_borderline,2904007,1,54,4.004507,0,1,0.042057,0.280908,0
BD_borderline,2904007,2,24,3.710407,1,0,0.039112,0.570037,1
BD_borderline,2904007,2,34,4.060834,0,1,0.044954,0.252099,0
BD_borderline,2904007,2,60,4.103466,0,1,0.05086,0.230557,0
BD_borderline,2904007,3,6,4.168993,0,1,0.019272,0.218009,0
BD_borderline,2904007,3,21,3.523069,1,0,0.028457,0.818624,1
BD_borderline,2904007,3,53,3.604144,0,1,0.051114,0.571262,1
BD_borderline,2904007,4,12,3.558568,1,0,0.031199,0.76326,1
BD_borderline,2904007,4,41,3.987542,0,1,0.037384,0.292429,0
BD_borderline,2904007,5,42,3.572925,0,1,0.046811,0.609852,1
BD_borderline,2904007,5,43,3.640661,0,1,0.02631,0.561752,1
BD_borderline,2904007,5,56,3.475038,0,1,0.054491,0.717543,1
BD_borderline,2904007,6,7,2.830297,0,1,0.05549,2.312515,1
BD_borderline,2904007,7,24,3.561601,0,1,0.057064,0.609903,1
BD_borderline,2904007,7,28,3.319968,0,1,0.05579,0.948783,1
BD_borderline,2904007,7,33,3.493191,0,1,0.028933,0.730656,1
BD_borderline,2904007,7,57,3.638053,0,1,0.050076,0.538222,1
BD_borderline,2904007,8,47,4.144287,0,1,0.071569,0.20538,0
BD_borderline,2904007,10,27,4.083641,1,0,0.008141,0.307672,0
BD_borderline,2904007,11,25,3.822988,0,1,0.040176,0.392221,1
BD_borderline,2904007,11,43,3.751409,1,0,0.01973,0.549998,1
BD_borderline,2904007,11,47,3.063199,0,1,0.072578,1.463311,1
BD_borderline,2904007,11,52,3.806095,0,1,0.027747,0.414635,1
BD_borderline,2904007,14,19,4.034122,0,1,0.033732,0.270652,0
BD_borderline,2904007,14,22,3.630069,0,1,0.046091,0.550462,1
BD_borderline,2904007,14,32,3.795873,0,1,0.036826,0.414813,1
BD_borderline,2904007,15,29,4.191369,1,0,0.070673,0.223208,0
BD_borderline,2904007,15,35,4.051411,1,0,0.015601,0.321409,0
BD_borderline,2904007,16,48,3.480372,0,1,0.073625,0.683937,1
BD_borderline,2904007,17,36,4.142118,0,1,0.039979,0.219639,0
BD_borderline,2904007,17,59,2.675809,1,0,0.028852,3.817334,1
BD_borderline,2904007,18,26,3.817147,0,1,0.061653,0.379743,1
BD_borderline,2904007,18,32,4.139927,1,0,0.067607,0.246599,0
BD_borderline,2904007,24,39,4.157789,0,1,0.062969,0.203876,0
BD_borderline,2904007,25,60,2.883189,0,1,0.015519,2.275294,1
BD_borderline,2904007,28,33,2.82007,1,0,0.029931,2.93029,1
BD_borderline,2904007,28,40,3.136929,0,1,0.035319,1.378733,1
BD_borderline,2904007,29,55,3.56523,0,1,0.071663,0.588457,1
BD_borderline,2904007,30,43,4.169522,0,1,0.042282,0.208003,0
BD_borderline,2904007,30,49,3.918616,1,0,0.056184,0.377283,1
BD_borderline,2904007,31,34,2.992521,0,1,0.02693,1.823038,1
BD_borderline,2904007,32,40,3.158848,0,1,0.043955,1.302182,1
BD_borderline,2904007,34,35,3.951348,0,1,0.042087,0.309396,0
BD_borderline,2904007,36,55,4.093399,1,0,0.046336,0.280032,0
BD_borderline,2904007,37,42,3.973725,0,1,0.058183,0.28765,0
BD_borderline,2904007,42,43,2.984818,0,1,0.037641,1.809565,1
BD_borderline,2904007,47,49,3.547334,1,0,0.032569,0.776877,1
BD_borderline,2904007,48,50,4.024475,0,1,0.046845,0.268311,0
BD_borderline,2904007,48,54,4.031934,0,1,0.059317,0.258176,0
BD_borderline,2904007,49,53,4.154867,0,1,0.046177,0.211962,0
BD_borderline,2904007,52,60,2.868238,0,1,0.039158,2.230032,1
BD_borderline,2904007,56,62,3.787068,0,1,0.052992,0.408097,1
BD_borderline,2904008,0,56,2.953899,0,1,0.035053,1.924141,1
BD_borderline,2904008,1,61,3.055168,0,1,0.052032,1.547122,1
BD_borderline,2904008,2,20,3.739129,1,0,0.060375,0.518507,1
BD_borderline,2904008,3,7,3.524752,0,1,0.031044,0.687002,1
BD_borderline,2904008,3,9,2.828319,0,1,0.021623,2.483497,1
BD_borderline,2904008,3,11,3.420522,0,1,0.051726,0.796704,1
BD_borderline,2904008,3,19,3.075521,0,1,0.030469,1.556619,1
BD_borderline,2904008,4,6,3.236198,0,1,0.042833,1.133883,1
BD_borderline,2904008,4,35,3.435647,1,0,0.044988,0.928446,1
BD_borderline,2904008,5,28,3.594817,1,0,0.071226,0.659601,1
BD_borderline,2904008,6,35,2.750773,0,1,0.030887,2.80704,1
BD_borderline,2904008,7,9,3.942222,1,0,0.028455,0.382043,1
BD_borderline,2904008,7,20,3.868097,0,1,0.039085,0.362126,1
BD_borderline,2904008,8,36,3.994315,0,1,0.042438,0.285945,0
BD_borderline,2904008,9,11,2.704807,0,1,0.069215,2.826527,1
BD_borderline,2904008,9,49,3.574237,0,1,0.075688,0.574257,1
BD_borderline,2904008,9,50,4.107932,0,1,0.038017,0.234642,0
BD_borderline,2904008,10,20,3.92527,0,1,0.031074,0.331644,0
BD_borderline,2904008,10,30,4.147106,0,1,0.036245,0.219287,0
BD_borderline,2904008,10,34,2.986837,0,1,0.061448,1.7191,1
BD_borderline,2904008,10,42,4.192902,0,1,0.05426,0.194628,0
BD_borderline,2904008,12,25,3.282336,0,1,0.018135,1.095441,1
BD_borderline,2904008,12,26,3.015102,0,1,0.021512,1.768768,1
BD_borderline,2904008,12,40,3.453694,0,1,0.033139,0.778481,1
BD_borderline,2904008,12,52,3.298053,0,1,0.029569,1.040511,1
BD_borderline,2904008,15,39,3.846872,0,1,0.04751,0.370085,1
BD_borderline,2904008,15,51,3.236255,1,0,0.022606,1.39522,1
BD_borderline,2904008,16,46,3.392638,0,1,0.055135,0.832441,1
BD_borderline,2904008,16,48,4.1409,0,1,0.036271,0.221764,0
BD_borderline,2904008,16,60,3.785369,1,0,0.020392,0.516381,1
BD_borderline,2904008,18,62,3.374406,1,0,0.029532,1.070384,1
BD_borderline,2904008,22,23,3.755568,1,0,0.047794,0.516061,1
BD_borderline,2904008,22,58,2.799811,0,1,0.050082,2.470894,1
BD_borderline,2904008,23,27,2.840787,0,1,0.049146,2.297798,1
BD_borderline,2904008,23,39,4.000747,0,1,0.037149,0.285626,0
BD_borderline,2904008,23,58,3.00474,0,1,0.031444,1.766956,1
BD_borderline,2904008,24,45,3.603954,0,1,0.032881,0.592684,1
BD_borderline,2904008,24,46,3.472234,0,1,0.025532,0.764215,1
BD_borderline,2904008,25,56,3.974613,0,1,0.014038,0.313695,0
BD_borderline,2904008,25,57,3.212445,1,0,0.012611,1.486365,1
BD_borderline,2904008,26,52,3.263359,0,1,0.029204,1.109069,1
BD_borderline,2904008,27,39,3.46346,1,0,0.050436,0.873098,1
BD_borderline,2904008,27,43,2.934513,0,1,0.055111,1.914794,1
BD_borderline,2904008,28,61,4.060648,0,1,0.027363,0.261215,0
BD_borderline,2904008,29,50,2.688349,0,1,0.020967,3.207421,1
BD_borderline,2904008,31,41,2.715994,0,1,0.012368,3.103109,1
BD_borderline,2904008,32,63,3.583562,0,1,0.055394,0.587991,1
BD_borderline,2904008,35,39,3.484781,0,1,0.065252,0.689935,1
BD_borderline,2904008,38,50,3.231957,0,1,0.042829,1.142669,1
BD_borderline,2904008,39,51,3.421026,0,1,0.035937,0.82151,1
BD_borderline,2904008,41,53,3.624757,0,1,0.058692,0.541972,1
BD_borderline,2904008,42,54,2.744993,0,1,0.045552,2.754701,1
BD_borderline,2904008,45,52,3.500802,0,1,0.029678,0.719542,1
BD_borderline,2904008,46,60,3.364791,0,1,0.023111,0.933593,1
BD_borderline,2904008,54,55,3.276193,0,1,0.018253,1.107483,1
BD_borderline,2904009,0,35,2.860458,0,1,0.057964,2.178309,1
BD_borderline,2904009,0,39,3.276056,0,1,0.03159,1.0786,1
BD_borderline,2904009,1,36,4.002572,0,1,0.063004,0.270333,0
BD_borderline,2904009,1,54,3.936301,0,1,0.031599,0.324718,0
BD_borderline,2904009,2,49,3.296123,0,1,0.027687,1.048107,1
BD_borderline,2904009,2,60,3.294542,1,0,0.02592,1.246634,1
BD_borderline,2904009,2,62,4.059038,0,1,0.02734,0.261992,0
BD_borderline,2904009,3,4,3.850824,0,1,0.015254,0.391921,1
BD_borderline,2904009,3,37,3.989683,0,1,0.05744,0.27984,0
BD_borderline,2904009,4,37,2.983907,1,0,0.055414,2.067317,1
BD_borderline,2904009,4,56,3.889658,1,0,0.028755,0.420105,1
BD_borderline,2904009,5,7,2.93438,0,1,0.042693,1.963422,1
BD_borderline,2904009,5,57,3.956976,0,1,0.047399,0.303009,0
BD_borderline,2904009,6,39,3.145156,0,1,0.027982,1.378342,1
BD_borderline,2904009,6,54,3.232162,0,1,0.008731,1.222857,1
BD_borderline,2904009,7,49,4.023455,0,1,0.036355,0.274509,0
BD_borderline,2904009,8,51,3.722348,0,1,0.03969,0.471434,1
BD_borderline,2904009,9,25,3.168086,1,0,0.033693,1.544688,1
BD_borderline,2904009,9,40,3.193702,0,1,0.039861,1.232269,1
BD_borderline,2904009,9,59,3.099428,0,1,0.049847,1.433749,1
BD_borderline,2904009,9,61,3.981012,0,1,0.036366,0.296525,0
BD_borderline,2904009,10,29,3.128775,0,1,0.042931,1.378185,1
BD_borderline,2904009,10,58,4.116947,0,1,0.048888,0.225864,0
BD_borderline,2904009,11,13,4.18086,0,1,0.049578,0.200807,0
BD_borderline,2904009,11,16,2.826075,1,0,0.011321,3.008382,1
BD_borderline,2904009,11,49,3.992712,0,1,0.028291,0.295009,0
BD_borderline,2904009,12,56,3.396435,1,0,0.038011,1.011066,1
BD_borderline,2904009,14,31,3.329938,0,1,0.000749,1.040164,1
BD_borderline,2904009,15,24,3.789229,1,0,0.027612,0.505419,1
BD_borderline,2904009,16,32,3.628859,0,1,0.055346,0.541557,1
BD_borderline,2904009,16,43,3.029404,1,0,0.061824,1.878942,1
BD_borderline,2904009,16,52,3.597818,0,1,0.0371,0.594296,1
BD_borderline,2904009,16,55,4.153727,0,1,0.017335,0.225014,0
BD_borderline,2904009,17,62,3.626342,0,1,0.022127,0.581414,1
BD_borderline,2904009,18,40,3.691787,1,0,0.03415,0.595546,1
BD_borderline,2904009,18,58,3.569873,0,1,0.021966,0.644487,1
BD_borderline,2904009,18,63,3.452265,0,1,0.02273,0.796925,1
BD_borderline,2904009,20,21,3.514599,0,1,0.031598,0.699027,1
BD_borderline,2904009,20,22,3.535029,1,0,0.041013,0.781151,1
BD_borderline,2904009,20,36,3.354165,0,1,0.063707,0.877581,1
BD_borderline,2904009,21,48,3.698903,0,1,0.055344,0.476801,1
BD_borderline,2904009,22,36,3.6311,1,0,0.038431,0.659352,1
BD_borderline,2904009,22,58,3.401469,0,1,0.055229,0.819028,1
BD_borderline,2904009,23,36,2.76758,1,0,0.047389,3.113114,1
BD_borderline,2904009,23,58,4.141752,0,1,0.053464,0.213936,0
BD_borderline,2904009,24,38,3.505123,1,0,0.038772,0.828507,1
BD_borderline,2904009,24,51,3.556816,0,1,0.044015,0.6315,1
BD_borderline,2904009,25,40,3.839606,1,0,0.01687,0.471197,1
BD_borderline,2904009,25,59,3.344741,0,1,0.033751,0.94787,1
BD_borderline,2904009,25,61,3.547025,0,1,0.044863,0.641753,1
BD_borderline,2904009,26,55,3.81944,0,1,0.020102,0.410931,1
BD_borderline,2904009,27,42,3.568727,0,1,0.05165,0.608606,1
BD_borderline,2904009,28,42,3.733729,0,1,0.019223,0.481074,1
BD_borderline,2904009,29,44,3.078691,0,1,0.061532,1.454447,1
BD_borderline,2904009,30,42,3.950126,0,1,0.016755,0.3262,0
BD_borderline,2904009,32,43,3.657456,0,1,0.033167,0.537437,1
BD_borderline,2904009,33,57,2.928068,0,1,0.041693,1.99006,1
BD_borderline,2904009,34,41,3.943382,0,1,0.05389,0.306587,0
BD_borderline,2904009,34,59,4.045868,1,0,0.05008,0.303031,0
BD_borderline,2904009,35,46,2.775625,0,1,0.032332,2.675282,1
BD_borderline,2904009,37,55,3.246595,0,1,0.084799,1.023076,1
BD_borderline,2904009,40,59,3.162609,1,0,0.024885,1.587875,1
BD_borderline,2904009,40,63,3.823224,0,1,0.023668,0.405213,1
BD_borderline,2904009,41,59,3.815582,0,1,0.048928,0.390641,1
BD_borderline,2904009,42,51,4.113545,1,0,0.052269,0.266776,0
BD_borderline,2904009,43,49,4.020495,1,0,0.047127,0.319218,0
BD_borderline,2904009,46,53,3.07014,0,1,0.036819,1.552084,1
BD_borderline,2904009,47,48,3.134508,0,1,0.010595,1.455014,1
BD_borderline,2904009,50,61,3.457665,1,0,0.057362,0.870208,1
BD_borderline,2904009,52,55,2.74819,0,1,0.0555,2.684783,1
BD_borderline,2904009,59,61,4.135557,0,1,0.029669,0.226905,0
BD_borderline,2904010,0,23,2.928684,1,0,0.038631,2.363688,1
BD_borderline,2904010,0,53,3.202805,1,0,0.029208,1.463258,1
BD_borderline,2904010,1,7,3.123443,0,1,0.054073,1.360944,1
BD_borderline,2904010,2,10,3.979813,0,1,0.029564,0.301242,0
BD_borderline,2904010,2,34,2.979935,1,0,0.056461,2.077943,1
BD_borderline,2904010,2,46,3.82866,1,0,0.051897,0.448149,1
BD_borderline,2904010,3,33,4.127194,0,1,0.045094,0.223383,0
BD_borderline,2904010,4,29,3.248417,0,1,0.031056,1.135401,1
BD_borderline,2904010,5,58,3.698872,0,1,0.02799,0.503641,1
BD_borderline,2904010,6,36,3.112045,0,1,0.036691,1.438591,1
BD_borderline,2904010,6,40,3.683499,0,1,0.026182,0.519793,1
BD_borderline,2904010,6,43,3.764458,1,0,0.017264,0.539759,1
BD_borderline,2904010,7,15,4.149086,0,1,0.049119,0.212945,0
BD_borderline,2904010,7,27,2.74984,0,1,0.040853,2.756315,1
BD_borderline,2904010,7,50,3.992592,1,0,0.053498,0.331579,0
BD_borderline,2904010,8,31,2.671095,0,1,0.068923,3.006956,1
BD_borderline,2904010,8,63,3.698604,1,0,0.051747,0.567869,1
BD_borderline,2904010,9,11,3.833038,0,1,0.067267,0.364808,1
BD_borderline,2904010,9,41,3.469795,0,1,0.04025,0.745346,1
BD_borderline,2904010,9,58,2.679414,0,1,0.062074,3.002663,1
BD_borderline,2904010,11,32,3.946744,0,1,0.060399,0.300777,0
BD_borderline,2904010,11,58,3.572333,1,0,0.01594,0.767462,1
BD_borderline,2904010,13,15,3.939332,0,1,0.019966,0.330535,0
BD_borderline,2904010,13,29,3.874424,0,1,0.038361,0.358502,1
BD_borderline,2904010,13,50,3.860398,0,1,0.046217,0.362029,1
BD_borderline,2904010,14,19,3.597283,0,1,0.056699,0.572008,1
BD_borderline,2904010,14,20,4.140545,0,1,0.038845,0.220768,0
BD_borderline,2904010,14,47,3.035811,0,1,0.014952,1.725901,1
BD_borderline,2904010,16,46,3.290504,0,1,0.040452,1.032179,1
BD_borderline,2904010,16,54,3.129567,0,1,0.034953,1.398336,1
BD_borderline,2904010,17,29,3.686722,0,1,0.024525,0.518471,1
BD_borderline,2904010,17,50,2.890577,0,1,0.055544,2.072232,1
BD_borderline,2904010,17,61,2.84612,0,1,0.034948,2.341167,1
BD_borderline,2904010,18,38,2.780352,0,1,0.042888,2.596977,1
BD_borderline,2904010,19,26,3.403521,0,1,0.035172,0.849375,1
BD_borderline,2904010,19,31,3.729209,0,1,0.02277,0.481615,1
BD_borderline,2904010,19,43,4.189978,0,1,0.03024,0.205294,0
BD_borderline,2904010,20,28,2.895394,0,1,0.021491,2.19894,1
BD_borderline,2904010,20,51,3.497009,0,1,0.027883,0.727127,1
BD_borderline,2904010,21,38,3.566827,0,1,0.070636,0.587957,1
BD_borderline,2904010,21,53,3.432786,1,0,0.064261,0.897998,1
BD_borderline,2904010,21,62,3.795667,1,0,0.056704,0.471302,1
BD_borderline,2904010,22,34,3.103586,0,1,0.032082,1.474417,1
BD_borderline,2904010,23,25,3.615071,1,0,0.036219,0.68186,1
BD_borderline,2904010,23,45,3.218298,1,0,0.036548,1.401886,1
BD_borderline,2904010,24,50,4.018576,0,1,0.076098,0.255793,0
BD_borderline,2904010,24,54,3.594379,1,0,0.033074,0.712469,1
BD_borderline,2904010,24,55,4.05419,0,1,0.039907,0.257752,0
BD_borderline,2904010,25,45,3.484162,1,0,0.057065,0.82977,1
BD_borderline,2904010,25,57,2.808205,0,1,0.044204,2.462248,1
BD_borderline,2904010,26,40,2.817807,0,1,0.023278,2.523054,1
BD_borderline,2904010,26,43,2.903716,0,1,0.04895,2.050175,1
BD_borderline,2904010,28,46,3.576227,1,0,0.060869,0.696558,1
BD_borderline,2904010,28,51,3.643078,0,1,0.022486,0.563583,1
BD_borderline,2904010,29,59,3.757567,0,1,0.032748,0.448375,1
BD_borderline,2904010,32,48,2.78484,1,0,0.036249,3.084909,1
BD_borderline,2904010,33,40,3.790641,0,1,0.047127,0.410237,1
BD_borderline,2904010,37,59,3.941985,0,1,0.051025,0.309133,0
BD_borderline,2904010,37,63,3.193387,0,1,0.045856,1.218281,1
BD_borderline,2904010,42,56,3.867554,0,1,0.040984,0.361109,1
BD_borderline,2904010,42,59,3.995663,0,1,0.057182,0.276956,0
BD_borderline,2904010,42,63,3.860178,1,0,0.038149,0.434987,1
BD_borderline,2904010,44,47,3.430866,1,0,0.072301,0.886765,1
BD_borderline,2904010,47,51,3.838335,0,1,0.050096,0.373935,1
BD_borderline,2904010,49,57,3.667284,0,1,0.05429,0.506081,1
BD_borderline,2904010,49,59,4.15315,0,1,0.069818,0.202805,0
BD_borderline,2904010,49,61,3.375229,1,0,0.055443,1.014806,1
BD_borderline,2904010,51,57,3.089253,0,1,0.042372,1.482517,1
BD_borderline,2904010,52,55,3.26532,0,1,0.039059,1.083554,1
BD_borderline,2904010,53,62,3.496763,1,0,0.046463,0.828356,1
BD_borderline,2904010,59,63,2.964146,1,0,0.011988,2.337385,1
BD_borderline,2904010,60,62,3.583772,1,0,0.050849,0.700974,1
BD_borderline,2904011,0,12,3.225448,0,1,0.019968,1.210366,1
BD_borderline,2904011,0,35,3.440037,1,0,0.024176,0.960212,1
BD_borderline,2904011,0,47,3.885604,1,0,0.064718,0.393841,1
BD_borderline,2904011,0,50,3.530743,0,1,0.044541,0.66146,1
BD_borderline,2904011,1,29,3.350386,1,0,0.055562,1.061442,1
BD_borderline,2904011,1,32,3.033437,0,1,0.044296,1.634569,1
BD_borderline,2904011,1,47,4.077296,1,0,0.053636,0.284173,0
BD_borderline,2904011,2,45,3.259614,1,0,0.062492,1.234677,1
BD_borderline,2904011,4,27,3.769782,0,1,0.044349,0.428469,1
BD_borderline,2904011,4,49,3.394887,0,1,0.059554,0.82175,1
BD_borderline,2904011,6,13,3.847343,0,1,0.032092,0.381348,1
BD_borderline,2904011,6,18,2.821282,0,1,0.067174,2.296437,1
BD_borderline,2904011,6,23,3.84994,1,0,0.018897,0.460556,1
BD_borderline,2904011,6,37,3.799356,0,1,0.044312,0.406068,1
BD_borderline,2904011,7,39,2.856076,1,0,0.017765,2.812203,1
BD_borderline,2904011,7,48,4.174559,0,1,0.048156,0.2037,0
BD_borderline,2904011,8,40,3.190483,0,1,0.029426,1.265642,1
BD_borderline,2904011,9,11,3.606485,0,1,0.023928,0.600621,1
BD_borderline,2904011,9,38,3.341435,0,1,0.047632,0.927474,1
BD_borderline,2904011,11,33,4.062348,0,1,0.048071,0.249844,0
BD_borderline,2904011,11,58,3.722498,1,0,0.037801,0.559106,1
BD_borderline,2904011,11,63,3.832091,1,0,0.030873,0.464488,1
BD_borderline,2904011,12,63,3.555186,0,1,0.040342,0.638044,1
BD_borderline,2904011,14,20,3.321469,0,1,0.016511,1.023526,1
BD_borderline,2904011,16,26,3.114059,0,1,0.036457,1.434004,1
BD_borderline,2904011,16,27,3.869264,0,1,0.0454,0.356823,1
BD_borderline,2904011,16,50,3.720338,1,0,0.056209,0.541017,1
BD_borderline,2904011,17,27,3.168117,0,1,0.060572,1.238565,1
BD_borderline,2904011,18,23,3.838145,1,0,0.057271,0.435778,1
BD_borderline,2904011,18,25,3.991866,0,1,0.037108,0.290299,0
BD_borderline,2904011,18,37,4.135686,0,1,0.073938,0.207631,0
BD_borderline,2904011,18,52,3.054865,1,0,0.06752,1.773622,1
BD_borderline,2904011,19,40,2.884101,0,1,0.064824,2.05822,1
BD_borderline,2904011,19,53,2.882927,0,1,0.038246,2.175226,1
BD_borderline,2904011,21,40,3.524388,1,0,0.031764,0.811281,1
BD_borderline,2904011,22,44,3.328995,0,1,0.027708,0.987257,1
BD_borderline,2904011,23,60,3.831982,0,1,0.046253,0.381198,1
BD_borderline,2904011,24,29,3.770685,0,1,0.036515,0.434521,1
BD_borderline,2904011,24,57,3.317031,0,1,0.013216,1.038641,1
BD_borderline,2904011,27,53,4.145173,0,1,0.043738,0.216786,0
BD_borderline,2904011,28,38,2.675584,0,1,0.042948,3.141547,1
BD_borderline,2904011,28,39,4.009244,0,1,0.031149,0.284642,0
BD_borderline,2904011,29,32,4.099086,0,1,0.032406,0.241138,0
BD_borderline,2904011,29,57,2.670259,0,1,0.048445,3.137426,1
BD_borderline,2904011,30,37,3.423123,0,1,0.040691,0.81064,1
BD_borderline,2904011,31,36,2.812651,1,0,0.065391,2.766743,1
BD_borderline,2904011,32,45,3.478828,0,1,0.028884,0.750062,1
BD_borderline,2904011,32,51,3.867436,0,1,0.02512,0.372831,1
BD_borderline,2904011,32,58,3.541097,0,1,0.04876,0.64367,1
BD_borderline,2904011,32,61,3.967738,0,1,0.052576,0.294078,0
BD_borderline,2904011,33,58,3.797832,0,1,0.053554,0.399738,1
BD_borderline,2904011,34,41,3.009034,0,1,0.038355,1.729149,1
BD_borderline,2904011,34,46,4.06819,0,1,0.016668,0.263228,0
BD_borderline,2904011,34,62,3.456233,1,0,0.052479,0.88104,1
BD_borderline,2904011,41,55,3.58566,0,1,0.068055,0.571106,1
BD_borderline,2904011,41,62,3.003578,0,1,0.057898,1.679445,1
BD_borderline,2904011,43,51,4.045672,0,1,0.026296,0.268999,0
BD_borderline,2904011,45,61,2.861673,0,1,0.049983,2.208475,1
BD_borderline,2904011,46,55,4.156579,0,1,0.035,0.21608,0
BD_borderline,2904011,47,51,3.454833,0,1,0.029537,0.782486,1
BD_borderline,2904011,47,52,4.094461,0,1,0.032565,0.243097,0
BD_borderline,2904011,48,59,4.137301,0,1,0.006943,0.236705,0
BD_borderline,2904012,0,2,2.837519,0,1,0.039156,2.35814,1
BD_borderline,2904012,0,41,4.170502,0,1,0.054612,0.202575,0
BD_borderline,2904012,0,49,3.071096,0,1,0.032177,1.563842,1
BD_borderline,2904012,0,60,4.179556,0,1,0.033079,0.208037,0
BD_borderline,2904012,1,31,3.066681,0,1,0.012369,1.640152,1
BD_borderline,2904012,2,20,3.09884,1,0,0.007529,1.846056,1
BD_borderline,2904012,2,47,3.9499,0,1,0.031051,0.317135,0
BD_borderline,2904012,2,57,2.797769,0,1,0.05818,2.440243,1
BD_borderline,2904012,3,11,3.435257,0,1,0.010777,0.84184,1
BD_borderline,2904012,3,49,3.54336,0,1,0.044427,0.646607,1
BD_borderline,2904012,3,58,4.024369,1,0,0.050235,0.315014,0
BD_borderline,2904012,5,9,2.913422,0,1,0.021791,2.126756,1
BD_borderline,2904012,6,27,3.002524,0,1,0.040022,1.743915,1
BD_borderline,2904012,6,45,3.317494,0,1,0.036667,0.990218,1
BD_borderline,2904012,6,51,3.229652,0,1,0.051222,1.128367,1
BD_borderline,2904012,7,55,3.007949,0,1,0.033726,1.748679,1
BD_borderline,2904012,8,16,2.940849,1,0,0.035291,2.327473,1
BD_borderline,2904012,8,35,4.092323,0,1,0.060111,0.230963,0
BD_borderline,2904012,10,11,3.503063,0,1,0.073759,0.656119,1
BD_borderline,2904012,10,15,3.926351,0,1,0.024047,0.335678,0
BD_borderline,2904012,10,41,3.074402,1,0,0.064348,1.722621,1
BD_borderline,2904012,10,42,3.290399,1,0,0.018839,1.273975,1
BD_borderline,2904012,10,47,3.8433,0,1,0.038688,0.379127,1
