L,reservoir_id,alpha_kernel,alpha_tail_effective,reservoir_kind,sector,observable_kind,observable_status,affinity_mode,affinity_split,activity_mode,activity_bias,rho_left,rho_right,n_state,pi_resid,phi_resid,phi_gauge,coboundary_resid,a_mean,corrector_2hphi,two_C_explicit,two_C_residual,C_status,lambda_tilt_second,lambda_tilt_rel_spread,G_R,G_rel_spread,S_R,J0,FDT_residual_R2,status,verdict,density_delta,activity_A
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.51,0.49,32,6.023446398644197e-17,5.115792558597541e-16,8.326672684688674e-17,0.7071067811865475,1.611065774749073,1.0063916747523263,NA,-2.012714645436871,C_from_tilted_residual,0.6047428040645286,2.0663466581338974e-06,0.30235425496030754,4.944836836730408e-07,2.0001134237185383,-0.024189520947367094,3.429414391353802e-05,ok,ROW_VALID,-0.02,-0.05
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.51,0.49,64,4.8152047293216395e-17,8.030320724035764e-16,5.828670879282072e-16,0.7071067811865476,1.7038085452999985,1.08690769422307,NA,-2.173738560372148,C_from_tilted_residual,0.6169776791509207,2.080620689755515e-06,0.30846965925023784,4.6820292047545905e-07,2.000124357936979,-0.024678888174876457,3.836065044504622e-05,ok,ROW_VALID,-0.02,-0.05
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.51,0.49,128,6.99547837172783e-17,1.1717109620944648e-15,1.6653345369377348e-16,0.7071067811865476,1.7823643844536547,1.1563628478582924,NA,-2.3126422976246483,C_from_tilted_residual,0.6260849346872988,2.092654979149665e-06,0.3130216426732002,4.474700918532796e-07,2.000133055786631,-0.02504315512860844,4.1649340898342047e-05,ok,ROW_VALID,-0.02,-0.05
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.51,0.49,16,6.306267951006944e-17,4.478439871557012e-16,1.3877787807814457e-16,0.7071067811865476,3.2450880009073533,1.7247969586696903,NA,-3.44954143355234,C_from_tilted_residual,1.5203435260247034,2.0869708463299668e-06,0.7601587751732919,7.342068694103758e-07,2.0000341713849368,-0.06081317572859668,2.597567811957191e-05,ok,ROW_VALID,-0.02,0.1
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.51,0.49,32,8.613494103385012e-17,7.855109252792287e-16,1.3877787807814457e-16,0.7071067811865475,3.708345481001035,1.9891311339975672,NA,-3.9781941202798476,C_from_tilted_residual,1.7192824947187546,2.108129995540606e-06,0.8596243584821694,7.276844248925425e-07,2.000039293621781,-0.06877056114393332,3.377775441570918e-05,ok,ROW_VALID,-0.02,0.1
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.51,0.49,64,9.058537049705912e-17,1.2121644080390442e-15,8.326672684688674e-17,0.7071067811865476,4.127550454330641,2.22970749121255,NA,-4.4593323429801135,C_from_tilted_residual,1.8979256025630775,2.124566348434719e-06,0.9489423028782973,7.227611763835676e-07,2.000043202633457,-0.07591612429571482,4.099680648295134e-05,ok,ROW_VALID,-0.02,0.1
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.51,0.49,128,9.577327059085469e-17,1.7212787844704111e-15,4.163336342344337e-16,0.7071067811865476,4.51325198563895,2.451959486772094,NA,-4.903822842982538,C_from_tilted_residual,2.0613886294285066,2.137586216833763e-06,1.030670455708449,7.188915338751988e-07,2.0000462980299325,-0.08245449487247214,4.771801160874389e-05,ok,ROW_VALID,-0.02,0.1
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.51,0.49,16,5.1232957610445796e-17,2.3127050599971846e-16,5.551115123125783e-17,0.7071067811865476,1.4578292531672425,0.8697631457511183,NA,-1.7394744420593808,C_from_tilted_residual,0.58811795685898,2.036671535516653e-06,0.29404605074045964,5.567998388292668e-07,2.0000879296899097,-0.02352458130027113,2.585537806076843e-05,ok,ROW_VALID,-0.02,0.1
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.51,0.49,32,7.187037349897284e-17,7.543617094544988e-16,2.220446049250313e-16,0.7071067811865475,1.5635813975335175,0.9578956582719208,NA,-1.9157295714197504,C_from_tilted_residual,0.605747484385688,2.053502473318588e-06,0.30285833794768124,5.235755163167517e-07,2.000101725745886,-0.024229728932791683,3.080849032555122e-05,ok,ROW_VALID,-0.02,0.1
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.51,0.49,64,7.119714441865663e-17,8.441927656407571e-16,4.718447854656915e-16,0.7071067811865476,1.6501504071502189,1.0320036509800667,NA,-2.0639376808397487,C_from_tilted_residual,0.6182163772905369,2.069157102277789e-06,0.3090908134704251,4.981091999627139e-07,2.0001124276367084,-0.024728456604296123,3.4750349686696325e-05,ok,ROW_VALID,-0.02,0.1
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.51,0.49,128,6.249713128804408e-17,1.1010747686156364e-15,2.7755575615628914e-17,0.7071067811865476,1.7234144701636502,1.095963881671215,NA,-2.1918517105001682,C_from_tilted_residual,0.6275266413346969,2.081147260965556e-06,0.31374433573485017,4.778536068995679e-07,2.000121021674886,-0.025100843342325152,3.796986499660093e-05,ok,ROW_VALID,-0.02,0.1
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.51,0.49,16,7.075012761215359e-17,5.540276150744815e-16,5.551115123125783e-17,0.7071067811865476,3.307463133522348,1.7973811119075458,NA,-3.594690504847285,C_from_tilted_residual,1.5101537405826093,2.1365261703173333e-06,0.7550590669295976,7.160979862577961e-07,2.0000471575337264,-0.06040538308362242,3.560672341418325e-05,ok,ROW_VALID,-0.02,-0.1
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.51,0.49,32,5.106665923087961e-17,5.195126724402624e-16,2.7755575615628914e-17,0.7071067811865475,3.7860830238581418,2.0795204037578827,NA,-4.158949647398076,C_from_tilted_residual,1.7066537802179482,2.1608718788366045e-06,0.8533042400715063,7.084772582002817e-07,2.000053087835274,-0.06826517155339273,4.5300074935639145e-05,ok,ROW_VALID,-0.02,-0.1
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.51,0.49,64,6.345799312870406e-17,7.20733521598671e-16,5.551115123125783e-17,0.7071067811865476,4.219255642722274,2.3362633174383514,NA,-4.6724177263167945,C_from_tilted_residual,1.8831012338438313,2.1795217079134786e-06,0.9415235420873858,7.02858195956937e-07,2.000057512814751,-0.07532287420207029,5.414966905981089e-05,ok,ROW_VALID,-0.02,-0.1
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.51,0.49,128,7.23479907542716e-17,1.1246024532057646e-15,1.1102230246251565e-16,0.7071067811865476,4.6178495417007035,2.573419874198357,NA,-5.146714460836112,C_from_tilted_residual,2.0445549550629494,2.193468298396552e-06,1.0222463188160447,6.985177811621265e-07,2.000060961267077,-0.08178084204644953,6.231743086004826e-05,ok,ROW_VALID,-0.02,-0.1
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.51,0.49,16,7.916783596349938e-17,5.863596993115305e-16,1.1102230246251565e-16,0.7071067811865476,1.5119855047158457,0.9249133804919638,NA,-1.8497661654496218,C_from_tilted_residual,0.5871327197581877,2.053510918909287e-06,0.29355124172782965,5.197149813842794e-07,2.0001030017871853,-0.023485144098184474,3.0236302528408032e-05,ok,ROW_VALID,-0.02,-0.1
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.51,0.49,32,6.298147116657376e-17,5.562692177063086e-16,1.3877787807814457e-16,0.7071067811865475,1.6277369828759718,1.0234052124226487,NA,-2.0467393626628785,C_from_tilted_residual,0.604402832635742,2.0709880279507073e-06,0.3021836787058918,4.846140762344475e-07,2.0001173962277194,-0.024175915011229565,3.5475223958414404e-05,ok,ROW_VALID,-0.02,-0.1
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.51,0.49,64,7.617320035912563e-17,7.608717483799033e-16,1.1102230246251565e-16,0.7071067811865476,1.7226388355202107,1.1061576950905416,NA,-2.2122361345212695,C_from_tilted_residual,0.6165603960894828,2.0847514473864246e-06,0.3082604097166819,4.580930234665211e-07,2.000128387087253,-0.024662189985797778,3.957665611897809e-05,ok,ROW_VALID,-0.02,-0.1
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.51,0.49,128,9.036644021964184e-17,1.4159237140589977e-15,5.551115123125783e-16,0.7071067811865476,1.8030453752267497,1.1775302904288547,NA,-2.3549747195153232,C_from_tilted_residual,0.6256009461402812,2.0962278219284353e-06,0.31277903140405905,4.372262742640006e-07,2.000137104242476,-0.025023788989971152,4.288333216306839e-05,ok,ROW_VALID,-0.02,-0.1
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.48,0.52,16,5.769124369481989e-17,3.7043725100582587e-16,8.326672684688674e-17,0.7071067811865476,3.274577673471148,1.7593496441638563,NA,-3.51845263578258,C_from_tilted_residual,1.5154746818524245,2.110411039626383e-06,0.7576758076560108,7.255940989422907e-07,2.000162426382312,0.12123271931267099,0.0001230665404028386,ok,ROW_VALID,0.04,0.0
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.48,0.52,32,6.485380750510262e-17,5.812137042106294e-16,5.551115123125783e-17,0.7071067811865475,3.7451422861560655,2.032227469501093,NA,-4.064138180064159,C_from_tilted_residual,1.7132315755929994,2.133313448131247e-06,0.8565367422890713,7.185299529847324e-07,2.000184570033078,0.13705173118110803,0.00015809101485686483,ok,ROW_VALID,0.04,0.0
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.48,0.52,64,7.528264555560693e-17,7.841010600927384e-16,0.0,0.7071067811865476,4.17099252447005,2.2805646200800798,NA,-4.560748077472404,C_from_tilted_residual,1.8908090670777256,2.1509668509808723e-06,0.9453094000015816,7.132631455249049e-07,2.0002012749207423,0.1512565089310025,0.000190267074562378,ok,ROW_VALID,0.04,0.0
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.48,0.52,128,8.616530682426866e-17,1.13239017656879e-15,8.326672684688674e-17,0.7071067811865476,4.5628282198615295,2.509972977896255,NA,-5.019505119172053,C_from_tilted_residual,2.0532960785857313,2.1648338835825425e-06,1.0265379990267887,7.091603544439249e-07,2.000214391023384,0.1642541485756286,0.0002200805321539434,ok,ROW_VALID,0.04,0.0
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.48,0.52,16,5.192983136507159e-17,2.616450155868565e-16,3.885780586188048e-16,0.7071067811865476,1.4838180218510462,0.8964007227098134,NA,-1.792577016322862,C_from_tilted_residual,0.5876417282379975,2.043593164332354e-06,0.2937647894614648,5.388562632231956e-07,2.000381765681563,0.04701015328296465,0.00011214931506797754,ok,ROW_VALID,0.04,0.0
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.48,0.52,32,5.3243460591704594e-17,5.686354358259484e-16,2.220446049250313e-16,0.7071067811865475,1.5943582621376655,0.9895295268738475,NA,-1.978793847268051,C_from_tilted_residual,0.605093941743462,2.0616541094626e-06,0.30248069928895394,5.047323434615169e-07,2.000438187183069,0.04840606171422318,0.00013254316555411094,ok,ROW_VALID,0.04,0.0
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.48,0.52,64,7.964814170705944e-17,1.0988793298672583e-15,5.551115123125783e-17,0.7071067811865476,1.6849140640882272,1.067802854819318,NA,-2.1353083175786836,C_from_tilted_residual,0.6174086013288616,2.076356138243118e-06,0.3086299805271864,4.787720027887241e-07,2.000481613206322,0.049391011549969,0.00014864027448879824,ok,ROW_VALID,0.04,0.0
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.48,0.52,128,9.366901462904888e-17,1.484352208042541e-15,2.7755575615628914e-17,0.7071067811865476,1.761593157821447,1.13533182964815,NA,-2.270340154934737,C_from_tilted_residual,0.62658483253486,2.0881380517538077e-06,0.3132115661858448,4.582400390880993e-07,2.000516264980695,0.05012492242489891,0.00016170016317040847,ok,ROW_VALID,0.04,0.0
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.48,0.52,16,4.001054783233813e-17,2.8822147540585144e-16,1.6653345369377348e-16,0.7071067811865476,3.2593619705395867,1.7416143530978647,NA,-3.4830010227665076,C_from_tilted_residual,1.517975300870944,2.098549907830236e-06,0.7589308612231838,7.30032906332118e-07,2.0001496558255565,0.12143316623574574,0.00011357842457648815,ok,ROW_VALID,0.04,0.05
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.48,0.52,32,7.004443189482583e-17,5.778376455248423e-16,0.0,0.7071067811865475,3.7261638125157726,2.010122037569257,NA,-4.019950062919794,C_from_tilted_residual,1.7163357871652352,2.120494841160992e-06,0.8580945368145798,7.232453533362173e-07,2.0001709759586865,0.13730054542403536,0.00014671353607553783,ok,ROW_VALID,0.04,0.05
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.48,0.52,64,6.26059789228867e-17,6.880004623937514e-16,2.498001805406602e-16,0.7071067811865476,4.148591773082321,2.2544898008147065,NA,-4.508624445339736,C_from_tilted_residual,1.894457128557292,2.136934892491095e-06,0.9471399343795595,7.181543434832133e-07,2.0001871527022974,0.15154890016644929,0.00017725979817306836,ok,ROW_VALID,0.04,0.05
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.48,0.52,128,6.939077335442582e-17,1.1353477439634883e-15,2.7755575615628914e-17,0.7071067811865476,4.537268040773267,2.4802378796146667,NA,-4.960063821031056,C_from_tilted_residual,2.0574420993568765,2.1505490665329734e-06,1.02861823634659,7.141709155342393e-07,2.0001999057147057,0.1645864378994738,0.0002056266636962789,ok,ROW_VALID,0.04,0.05
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.48,0.52,16,5.1012759752099695e-17,3.1607489487496173e-16,2.7755575615628914e-16,0.7071067811865476,1.4704774470983568,0.8828069232385535,NA,-1.7653981103085408,C_from_tilted_residual,0.5878862600283696,2.0402843077636024e-06,0.29388922969869613,5.480596676078071e-07,2.000366807014629,0.04702977063276803,0.00010780063097737269,ok,ROW_VALID,0.04,0.05
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.48,0.52,32,5.770264190461352e-17,4.890219484388278e-16,1.1102230246251565e-16,0.7071067811865475,1.5785518722296041,0.9733794124660078,NA,-1.9465028987287234,C_from_tilted_residual,0.6054283859668885,2.057768234256064e-06,0.3026502425472588,5.144129942742773e-07,2.0004226029072187,0.04843287265073409,0.00012790087237091186,ok,ROW_VALID,0.04,0.05
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.48,0.52,64,6.035503157191231e-17,7.477851679825301e-16,1.3877787807814457e-16,0.7071067811865476,1.6670527929784764,1.0495194969393342,NA,-2.0987512117451574,C_from_tilted_residual,0.6178210781726534,2.072137834977183e-06,0.3088386224999462,4.887219105013554e-07,2.000465722750596,0.04942406429188473,0.00014383317276100982,ok,ROW_VALID,0.04,0.05
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.48,0.52,128,7.553710516662384e-17,1.2944004247316479e-15,1.1102230246251565e-16,0.7071067811865476,1.7419705734135944,1.1152192752366819,NA,-2.2301248416374593,C_from_tilted_residual,0.627065007012817,2.0851439056205915e-06,0.3134541035883842,4.683489481141942e-07,2.000500232200675,0.05016338959132888,0.00015679983604854897,ok,ROW_VALID,0.04,0.05
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.48,0.52,16,6.389216506892283e-17,3.3349963115494706e-16,8.326672684688674e-17,0.7071067811865476,3.2904947199616377,1.7778752206361585,NA,-3.5554842638090407,C_from_tilted_residual,1.5128856767887555,2.1229050286853357e-06,0.7563764221730218,7.209947864408646e-07,2.000175616847403,0.12102519107933918,0.00013283244271189432,ok,ROW_VALID,0.04,-0.05
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.48,0.52,32,7.832212254027819e-17,4.641438512763172e-16,2.498001805406602e-16,0.7071067811865475,3.76496379887215,2.055276383300618,NA,-4.110212699073315,C_from_tilted_residual,1.7100274830994522,2.1467220590541896e-06,0.854928866891147,7.136593704273811e-07,2.0001985537320497,0.1367949166192005,0.00016974931715818542,ok,ROW_VALID,0.04,-0.05
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.48,0.52,64,7.762335003654161e-17,1.1084367623880016e-15,2.220446049250313e-16,0.7071067811865476,4.194362897452969,2.3077189594611465,NA,-4.615030188068941,C_from_tilted_residual,1.8870516688451744,2.16439719342508e-06,0.943424056329567,7.082213130075781e-07,2.000215763192251,0.15095536144651212,0.0002035561860402879,ok,ROW_VALID,0.04,-0.05
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.48,0.52,128,7.04463486281278e-17,1.2216998578351276e-15,2.220446049250313e-16,0.7071067811865476,4.589473657146531,2.5409113681433366,NA,-5.08135244541377,C_from_tilted_residual,2.0490325798760978,2.178776956183094e-06,1.0243988833869122,7.040036472149011e-07,2.000229220380929,0.1639124524652512,0.00023481310227335683,ok,ROW_VALID,0.04,-0.05
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.48,0.52,16,5.908168137739557e-17,3.7642085655758555e-16,2.7755575615628914e-16,0.7071067811865476,1.497517372302604,0.9103560671481398,NA,-1.8204789030974853,C_from_tilted_residual,0.5873945363532584,2.0493333438541603e-06,0.2936389922384264,5.295460262572142e-07,2.0003969223416727,0.046990321981676686,0.00011655187640569054,ok,ROW_VALID,0.04,-0.05
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.48,0.52,32,5.1962419609193654e-17,6.003982050427134e-16,2.7755575615628914e-17,0.7071067811865475,1.6105836742360111,1.0061013453015462,NA,-2.0119281253395243,C_from_tilted_residual,0.604756894198033,2.066379290341845e-06,0.30230983484795804,4.949651506614472e-07,2.000453920072385,0.04837904189473369,0.00013722450211695048,ok,ROW_VALID,0.04,-0.05
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.48,0.52,64,5.896773791600038e-17,6.798552786804043e-16,2.7755575615628914e-17,0.7071067811865476,1.7032444827110955,1.0865576915191202,NA,-2.1728083285622812,C_from_tilted_residual,0.6169938456679347,2.080882868061761e-06,0.3084201860660163,4.687508907293305e-07,2.00049761183877,0.049357776349753246,0.00015347353590211554,ok,ROW_VALID,0.04,-0.05
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.48,0.52,128,1.069416294246319e-16,1.1793596575749557e-15,4.718447854656915e-16,0.7071067811865476,1.7817278818990046,1.1559583701631744,NA,-2.311583409672892,C_from_tilted_residual,0.6261028423892867,2.0917244722234673e-06,0.3129681133578366,4.4807425718965004e-07,2.0005323726811204,0.050086310257215994,0.0001666156736135349,ok,ROW_VALID,0.04,-0.05
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.48,0.52,16,5.804633000358664e-17,2.0780373744900442e-16,5.551115123125783e-17,0.7071067811865476,3.24484258768469,1.7246665983787879,NA,-3.4491238974631546,C_from_tilted_residual,1.5203852886003233,2.0869018368206044e-06,0.7601404527779021,7.343076938309024e-07,2.0001373207334745,0.12162635145719336,0.0001043830445190963,ok,ROW_VALID,0.04,0.1
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.48,0.52,32,6.673253110813646e-17,5.345439278445135e-16,0.0,0.7071067811865475,3.7080215705282806,1.9889562683094804,NA,-3.977640671550312,C_from_tilted_residual,1.7193371672874491,2.1076755241766613e-06,0.8596007655238491,7.27800740806071e-07,2.0001577898080027,0.13754112228786852,0.00013563623975088035,ok,ROW_VALID,0.04,0.1
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.48,0.52,64,1.0578676692159997e-16,1.3331310012006686e-15,3.608224830031759e-16,0.7071067811865476,4.127152201942232,2.2294896716484005,NA,-4.458649590784006,C_from_tilted_residual,1.8979922828066265,2.1235908930801664e-06,0.948913864598111,7.228901779924054e-07,2.0001734125894286,0.15183224859142963,0.00016455361040446093,ok,ROW_VALID,0.04,0.1
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.48,0.52,128,9.148410484443887e-17,1.5098156744020974e-15,1.6653345369377348e-16,0.7071067811865476,4.512783165420444,2.4517002853882888,NA,-4.9030169278486015,C_from_tilted_residual,2.0614665229601314,2.1365511209713386e-06,1.0306375242166377,7.190294650826437e-07,2.0001857826077134,0.16490898974494195,0.00019147452685608357,ok,ROW_VALID,0.04,0.1
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.48,0.52,16,4.835470156491514e-17,2.9602646388027673e-16,1.3877787807814457e-16,0.7071067811865476,1.4574911977192788,0.86957036557511,NA,-1.7389335718311503,C_from_tilted_residual,0.5881279914632387,2.0356627225321014e-06,0.29401224050503716,5.571508151316955e-07,2.0003520617134396,0.047049162600542316,0.00010351045316436824,ok,ROW_VALID,0.04,0.1
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.48,0.52,32,6.301934227988753e-17,6.349217343224059e-16,4.163336342344337e-16,0.7071067811865475,1.5631587145192396,0.9576454274322297,NA,-1.9150441246932637,C_from_tilted_residual,0.6057600172582056,2.053855866315575e-06,0.3028183582782562,5.240000799449642e-07,2.0004071771024527,0.048459457865583755,0.0001233007016931964,ok,ROW_VALID,0.04,0.1
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.48,0.52,64,8.504658894391498e-17,9.647079237672199e-16,2.7755575615628914e-17,0.7071067811865476,1.649653735389192,1.0317009560307984,NA,-2.0631236818518417,C_from_tilted_residual,0.6182310095681487,2.068321567988625e-06,0.3090459773021359,4.985960573019461e-07,2.0004499491146617,0.04945691320859197,0.00013905496387689453,ok,ROW_VALID,0.04,0.1
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.48,0.52,128,7.915433468631886e-17,1.191782608620371e-15,8.326672684688674e-17,0.7071067811865476,1.7228521984913243,1.0956130951959795,NA,-2.1909222389397556,C_from_tilted_residual,0.627543054747548,2.0800543345987667e-06,0.3136955677260578,4.783930841039815e-07,2.0004842889446404,0.05020168668465097,0.00015191929543245664,ok,ROW_VALID,0.04,0.1
